我的商店广告报告 - Shopee 马来西亚
用户名称:,kuca1.my
报告创建时间：,23/03/2023 23:12
时间：,22/03/2023 - 22/03/2023
商店ID:,833005508

排序,广告名称,状态,商品编号,广告类型,关键字/展示位置,匹配类型,搜寻结果,手动/自动,开始日期,结束日期,浏览数,点击数,点击率,平均排名,转化,直接转化,转化率,直接转化率,每点击成本,每一转化的成本,每一直接转化的成本,商品已出售,直接已售商品,销售金额,直接销售金额,花费,投资产出比,直接投资产出比,成本收入对比,直接成本收入对比,商品浏览数,商品点击数,商品点击率
191,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,gaminh chair,手动,02/11/2022 00:00,无限制,2,1,50.00%,6.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
192,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,Lazy desk chair,手动,02/11/2022 00:00,无限制,2,1,50.00%,2.0,0,0,0.00%,0.00%,0.52,0.00,0.00,0,0,0.00,0.00,0.52,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
193,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming,广泛匹配,kerusi elektrik,手动,02/11/2022 00:00,无限制,2,1,50.00%,11.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
194,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,computer,手动,28/10/2022 00:00,无限制,2,1,50.00%,10.0,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
195,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,kerusi belajar murah,手动,28/10/2022 00:00,无限制,2,1,50.00%,14.5,0,0,0.00%,0.00%,0.31,0.00,0.00,0,0,0.00,0.00,0.31,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
196,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,电脑椅,手动,28/10/2022 00:00,无限制,2,1,50.00%,2.0,0,0,0.00%,0.00%,0.34,0.00,0.00,0,0,0.00,0.00,0.34,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
197,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,電腦椅子,手动,28/10/2022 00:00,无限制,2,1,50.00%,10.0,0,0,0.00%,0.00%,0.31,0.00,0.00,0,0,0.00,0.00,0.31,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
198,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,kerusi gaming,广泛匹配,kerusi gaming warna pink,手动,28/10/2022 00:00,无限制,2,1,50.00%,1.0,0,0,0.00%,0.00%,0.42,0.00,0.00,0,0,0.00,0.00,0.42,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
199,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,kerusi gaming,广泛匹配,kurusi gaming,手动,28/10/2022 00:00,无限制,2,1,50.00%,6.0,0,0,0.00%,0.00%,0.40,0.00,0.00,0,0,0.00,0.00,0.40,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
200,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,kerusi gaming murah,广泛匹配,kerusi gaming cute murah,手动,28/10/2022 00:00,无限制,2,1,50.00%,0.0,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.30,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
201,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,office chair,广泛匹配,Pink Chair,手动,28/10/2022 00:00,无限制,2,1,50.00%,3.0,0,0,0.00%,0.00%,0.64,0.00,0.00,0,0,0.00,0.00,0.64,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
202,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,tomaz gaming chair,广泛匹配,gaming chair kuromi,手动,28/10/2022 00:00,无限制,2,1,50.00%,0.0,0,0,0.00%,0.00%,0.29,0.00,0.00,0,0,0.00,0.00,0.29,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
203,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,office chair,广泛匹配,chair cover office,手动,28/10/2022 00:00,无限制,2,1,50.00%,8.0,0,0,0.00%,0.00%,0.29,0.00,0.00,0,0,0.00,0.00,0.29,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
204,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,office chair,广泛匹配,tomaz chair,手动,28/10/2022 00:00,无限制,2,1,50.00%,19.0,0,0,0.00%,0.00%,0.21,0.00,0.00,0,0,0.00,0.00,0.21,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
205,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,almari kasut,广泛匹配,alamari kasut,手动,28/10/2022 00:00,无限制,1,1,100.00%,1.0,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
206,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,almari kasut,广泛匹配,almari baju ikea,手动,28/10/2022 00:00,无限制,1,1,100.00%,28.0,0,0,0.00%,0.00%,0.25,0.00,0.00,0,0,0.00,0.00,0.25,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
207,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,almari kasut,广泛匹配,ocdee,手动,28/10/2022 00:00,无限制,1,1,100.00%,31.0,0,0,0.00%,0.00%,0.16,0.00,0.00,0,0,0.00,0.00,0.16,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
208,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,rack kasut,广泛匹配,Scandanian shoe rack,手动,28/10/2022 00:00,无限制,1,1,100.00%,2.0,0,0,0.00%,0.00%,0.36,0.00,0.00,0,0,0.00,0.00,0.36,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
209,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,rack kasut,广泛匹配,steel shoes rack,手动,28/10/2022 00:00,无限制,1,1,100.00%,6.0,0,0,0.00%,0.00%,0.35,0.00,0.00,0,0,0.00,0.00,0.35,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
210,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe rack cabinet,广泛匹配,柜,手动,28/10/2022 00:00,无限制,1,1,100.00%,2.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
211,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,ikea,手动,02/11/2022 00:00,无限制,1,1,100.00%,1.0,0,0,0.00%,0.00%,0.51,0.00,0.00,0,0,0.00,0.00,0.51,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
212,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,meja belajar lebar,手动,02/11/2022 00:00,无限制,1,1,100.00%,8.0,0,0,0.00%,0.00%,0.18,0.00,0.00,0,0,0.00,0.00,0.18,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
213,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja study,广泛匹配,bed table adjustable,手动,02/11/2022 00:00,无限制,1,1,100.00%,5.0,0,0,0.00%,0.00%,0.32,0.00,0.00,0,0,0.00,0.00,0.32,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
214,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,Almari store,手动,09/12/2022 00:00,无限制,1,1,100.00%,5.0,0,0,0.00%,0.00%,0.11,0.00,0.00,0,0,0.00,0.00,0.11,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
215,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Plastic sturdy drawer,手动,09/12/2022 00:00,无限制,1,1,100.00%,4.0,0,0,0.00%,0.00%,0.25,0.00,0.00,0,0,0.00,0.00,0.25,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
216,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,storage box,广泛匹配,Storage,手动,09/12/2022 00:00,无限制,1,1,100.00%,27.0,0,0,0.00%,0.00%,0.23,0.00,0.00,0,0,0.00,0.00,0.23,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
217,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,chair cover office,手动,02/11/2022 00:00,无限制,1,1,100.00%,9.0,0,0,0.00%,0.00%,0.17,0.00,0.00,0,0,0.00,0.00,0.17,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
218,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming,广泛匹配,Kerusi solek,手动,02/11/2022 00:00,无限制,1,1,100.00%,3.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
219,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming,广泛匹配,Meja gaming set,手动,02/11/2022 00:00,无限制,1,1,100.00%,3.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
220,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,kerusi gaming pink,广泛匹配,kerusi ikea putih,手动,02/11/2022 00:00,无限制,1,1,100.00%,18.0,0,0,0.00%,0.00%,0.24,0.00,0.00,0,0,0.00,0.00,0.24,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
221,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,gaming kerusi,广泛匹配,cinnamoroll chair gaming,手动,28/10/2022 00:00,无限制,1,1,100.00%,3.0,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
222,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,kerusi gaming,广泛匹配,gaming table todak,手动,28/10/2022 00:00,无限制,1,1,100.00%,3.0,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.30,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
223,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,office chair,广泛匹配,chair cover office,手动,28/10/2022 00:00,无限制,1,1,100.00%,1.0,0,0,0.00%,0.00%,0.28,0.00,0.00,0,0,0.00,0.00,0.28,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
224,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,tomaz gaming chair,广泛匹配,kuromi gaming chair,手动,28/10/2022 00:00,无限制,1,1,100.00%,0.0,0,0,0.00%,0.00%,0.18,0.00,0.00,0,0,0.00,0.00,0.18,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
225,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,pink office chair,广泛匹配,pink office chair,手动,28/10/2022 00:00,无限制,1,1,100.00%,1.0,0,0,0.00%,0.00%,0.35,0.00,0.00,0,0,0.00,0.00,0.35,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
226,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,rak kasut,广泛匹配,Tak kasut,手动,28/10/2022 00:00,无限制,0,1,0.00%,0.0,0,0,0.00%,0.00%,0.44,0.00,0.00,0,0,0.00,0.00,0.44,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
227,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,shoe cabinet,广泛匹配,bedroom wall cabinet,手动,28/10/2022 00:00,无限制,0,1,0.00%,0.0,0,0,0.00%,0.00%,0.30,0.00,0.00,0,0,0.00,0.00,0.30,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
228,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,school table and chair,手动,02/11/2022 00:00,无限制,0,1,0.00%,0.0,0,0,0.00%,0.00%,0.46,0.00,0.00,0,0,0.00,0.00,0.46,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
229,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,meja belajar,广泛匹配,laptop table,手动,02/11/2022 00:00,无限制,35,0,0.00%,7.6,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
230,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,office chair,广泛匹配,Chair,手动,28/10/2022 00:00,无限制,26,0,0.00%,13.076923076923077,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
231,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wardrobe,手动,09/12/2022 00:00,无限制,25,0,0.00%,10.92,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
232,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,椅子,手动,02/11/2022 00:00,无限制,25,0,0.00%,10.08,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
233,3 Adjustable speeds ! 4in1 KUCA small table Adjustable height 28-35cm laptop table foldable table study table use a table in bed meja belajar meja lipat meja study,正常,19654742951,商品搜索广告,study table,广泛匹配,Bed table,手动,02/11/2022 00:00,无限制,24,0,0.00%,3.9166666666666665,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
234,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,正常,15293402502,商品搜索广告,gaming chair,精准匹配,Gaming Chair,手动,28/10/2022 00:00,无限制,22,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
235,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,office chair,手动,02/11/2022 00:00,无限制,22,0,0.00%,18.318181818181817,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
236,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,sofa,手动,28/10/2022 00:00,无限制,22,0,0.00%,13.772727272727273,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
237,Half price today !KUCA office chair Study Chair Ergonomic chair kerusi gaming computer chair headrest fabric chair adjustable chair kerusi kain,正常,21755371922,商品搜索广告,office chair,精准匹配,office chair,手动,10/11/2022 00:00,无限制,21,0,0.00%,20.38095238095238,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
238,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,Kerusi,手动,02/11/2022 00:00,无限制,21,0,0.00%,14.857142857142858,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
239,2023NEW KUCA kerusi gaming Technical cloth Material gaming chair fabric chair ergonomic chair Office Chair adjustable chair kerusi kain kerusi permainan,正常,15293402502,商品搜索广告,office chair,广泛匹配,Chair,手动,28/10/2022 00:00,无限制,20,0,0.00%,23.35,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
240,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,sofa,手动,02/11/2022 00:00,无限制,20,0,0.00%,16.65,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
241,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,meja,手动,28/10/2022 00:00,无限制,18,0,0.00%,12.166666666666666,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
242,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,office chair,广泛匹配,kerusi,手动,28/10/2022 00:00,无限制,18,0,0.00%,19.77777777777778,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
243,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,Almari Kasut,手动,09/12/2022 00:00,无限制,17,0,0.00%,26.529411764705884,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
244,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,storage box,广泛匹配,Wardrobe,手动,09/12/2022 00:00,无限制,16,0,0.00%,13.6875,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
245,KUCA kerusi gaming big eared dog gaming chair ergonomic chair with footrest office chair computer chair kerusi pejabat,正常,18954466997,商品搜索广告,computer chair,广泛匹配,chair study,手动,02/11/2022 00:00,无限制,16,0,0.00%,20.9375,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
246,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,tomaz gaming chair,广泛匹配,tomaz gaming chair,手动,28/10/2022 00:00,无限制,16,0,0.00%,6.4375,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
247,Removable rabbit ear KUCA kerusi gaming gaming chair ergonomic chair pink chair office chair adjustable chair kerusi permainan kerusi kain,正常,16786579435,商品搜索广告,gaming chair pink,精准匹配,gaming chair pink,手动,28/10/2022 00:00,无限制,14,0,0.00%,0.7857142857142857,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
248,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju budak,广泛匹配,Rak baju baby,手动,09/12/2022 00:00,无限制,13,0,0.00%,15.307692307692308,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
249,2in1 KUCA Super-thin shoe cabinet Large Capacity Shoe rack cabinet Multi-layer Shoe Rack Home space saving Shoe Shelf Storage almari kasut almari kasut bertutup murah,正常,19249592182,商品搜索广告,almari kasut,广泛匹配,Almari kasut,手动,28/10/2022 00:00,无限制,12,0,0.00%,13.75,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
250,KUCA kerusi gaming x big eared dog gaming chair with foot rest ergonomic chair office chair computer chair kerusi,正常,21754155640,商品搜索广告,computer chair,广泛匹配,chair study,手动,28/10/2022 00:00,无限制,12,0,0.00%,10.166666666666666,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
